Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Sun, Mar 15, 2015",6:00 pm,Box Score,Cleveland Cavaliers,123.0,Orlando Magic,108.0,,
"Sun, Mar 15, 2015",9:00 pm,Box Score,New York Knicks,89.0,Phoenix Suns,102.0,,
"Sun, Mar 15, 2015",7:00 pm,Box Score,Minnesota Timberwolves,97.0,San Antonio Spurs,123.0,,
"Sun, Mar 15, 2015",7:00 pm,Box Score,Portland Trail Blazers,113.0,Toronto Raptors,97.0,,
"Mon, Mar 16, 2015",7:30 pm,Box Score,Philadelphia 76ers,89.0,Boston Celtics,108.0,,
"Mon, Mar 16, 2015",8:30 pm,Box Score,Oklahoma City Thunder,115.0,Dallas Mavericks,119.0,,
"Mon, Mar 16, 2015",10:30 pm,Box Score,Los Angeles Lakers,105.0,Golden State Warriors,108.0,,
"Mon, Mar 16, 2015",7:00 pm,Box Score,Toronto Raptors,117.0,Indiana Pacers,98.0,,
"Mon, Mar 16, 2015",8:00 pm,Box Score,Denver Nuggets,81.0,Memphis Grizzlies,92.0,,
"Mon, Mar 16, 2015",8:00 pm,Box Score,Cleveland Cavaliers,92.0,Miami Heat,106.0,,
"Mon, Mar 16, 2015",8:00 pm,Box Score,Brooklyn Nets,122.0,Minnesota Timberwolves,106.0,,
"Mon, Mar 16, 2015",10:00 pm,Box Score,Atlanta Hawks,110.0,Sacramento Kings,103.0,,
"Mon, Mar 16, 2015",9:00 pm,Box Score,Charlotte Hornets,66.0,Utah Jazz,94.0,,
"Mon, Mar 16, 2015",7:00 pm,Box Score,Portland Trail Blazers,97.0,Washington Wizards,105.0,,
"Tue, Mar 17, 2015",7:30 pm,Box Score,Memphis Grizzlies,95.0,Detroit Pistons,105.0,,
"Tue, Mar 17, 2015",8:00 pm,Box Score,Orlando Magic,94.0,Houston Rockets,107.0,,
"Tue, Mar 17, 2015",10:30 pm,Box Score,Charlotte Hornets,92.0,Los Angeles Clippers,99.0,,
"Tue, Mar 17, 2015",8:00 pm,Box Score,Milwaukee Bucks,84.0,New Orleans Pelicans,85.0,,
"Tue, Mar 17, 2015",7:30 pm,Box Score,San Antonio Spurs,100.0,New York Knicks,104.0,OT,
"Wed, Mar 18, 2015",8:00 pm,Box Score,Indiana Pacers,86.0,Chicago Bulls,103.0,,
"Wed, Mar 18, 2015",7:00 pm,Box Score,Brooklyn Nets,92.0,Cleveland Cavaliers,117.0,,
"Wed, Mar 18, 2015",8:00 pm,Box Score,Orlando Magic,102.0,Dallas Mavericks,107.0,,
"Wed, Mar 18, 2015",10:30 pm,Box Score,Atlanta Hawks,95.0,Golden State Warriors,114.0,,
"Wed, Mar 18, 2015",7:30 pm,Box Score,Portland Trail Blazers,104.0,Miami Heat,108.0,,
"Wed, Mar 18, 2015",8:00 pm,Box Score,San Antonio Spurs,114.0,Milwaukee Bucks,103.0,,
"Wed, Mar 18, 2015",8:00 pm,Box Score,Boston Celtics,118.0,Oklahoma City Thunder,122.0,,
"Wed, Mar 18, 2015",7:00 pm,Box Score,Detroit Pistons,83.0,Philadelphia 76ers,94.0,,
"Wed, Mar 18, 2015",10:00 pm,Box Score,Los Angeles Clippers,116.0,Sacramento Kings,105.0,,
"Wed, Mar 18, 2015",7:30 pm,Box Score,Minnesota Timberwolves,100.0,Toronto Raptors,105.0,,
"Wed, Mar 18, 2015",10:30 pm,Box Score,Washington Wizards,88.0,Utah Jazz,84.0,,
"Thu, Mar 19, 2015",8:00 pm,Box Score,Denver Nuggets,108.0,Houston Rockets,118.0,,
"Thu, Mar 19, 2015",10:30 pm,Box Score,Utah Jazz,80.0,Los Angeles Lakers,73.0,,
"Thu, Mar 19, 2015",7:30 pm,Box Score,Minnesota Timberwolves,95.0,New York Knicks,92.0,OT,
"Thu, Mar 19, 2015",10:00 pm,Box Score,New Orleans Pelicans,72.0,Phoenix Suns,74.0,,
"Fri, Mar 20, 2015",7:30 pm,Box Score,Milwaukee Bucks,127.0,Brooklyn Nets,129.0,3OT,
"Fri, Mar 20, 2015",8:00 pm,Box Score,Toronto Raptors,92.0,Chicago Bulls,108.0,,
"Fri, Mar 20, 2015",7:30 pm,Box Score,Indiana Pacers,92.0,Cleveland Cavaliers,95.0,,
"Fri, Mar 20, 2015",8:30 pm,Box Score,Memphis Grizzlies,112.0,Dallas Mavericks,101.0,,
"Fri, Mar 20, 2015",10:30 pm,Box Score,New Orleans Pelicans,96.0,Golden State Warriors,112.0,,
"Fri, Mar 20, 2015",10:30 pm,Box Score,Washington Wizards,99.0,Los Angeles Clippers,113.0,,
"Fri, Mar 20, 2015",7:30 pm,Box Score,Denver Nuggets,91.0,Miami Heat,108.0,,
"Fri, Mar 20, 2015",8:00 pm,Box Score,Atlanta Hawks,115.0,Oklahoma City Thunder,123.0,,
"Fri, Mar 20, 2015",7:00 pm,Box Score,Portland Trail Blazers,104.0,Orlando Magic,111.0,,
"Fri, Mar 20, 2015",7:00 pm,Box Score,New York Knicks,81.0,Philadelphia 76ers,97.0,,
"Fri, Mar 20, 2015",10:00 pm,Box Score,Charlotte Hornets,91.0,Sacramento Kings,101.0,,
"Fri, Mar 20, 2015",8:30 pm,Box Score,Boston Celtics,89.0,San Antonio Spurs,101.0,,
"Sat, Mar 21, 2015",7:30 pm,Box Score,Chicago Bulls,91.0,Detroit Pistons,107.0,,
"Sat, Mar 21, 2015",10:30 pm,Box Score,Utah Jazz,91.0,Golden State Warriors,106.0,,
"Sat, Mar 21, 2015",8:00 pm,Box Score,Phoenix Suns,117.0,Houston Rockets,102.0,,
"Sat, Mar 21, 2015",7:00 pm,Box Score,Brooklyn Nets,123.0,Indiana Pacers,111.0,,
"Sat, Mar 21, 2015",8:00 pm,Box Score,Portland Trail Blazers,86.0,Memphis Grizzlies,97.0,,
"Sun, Mar 22, 2015",3:00 pm,Box Score,San Antonio Spurs,114.0,Atlanta Hawks,95.0,,
"Sun, Mar 22, 2015",6:00 pm,Box Score,Detroit Pistons,105.0,Boston Celtics,97.0,OT,
"Sun, Mar 22, 2015",3:30 pm,Box Score,New Orleans Pelicans,100.0,Los Angeles Clippers,107.0,,
"Sun, Mar 22, 2015",9:30 pm,Box Score,Philadelphia 76ers,87.0,Los Angeles Lakers,101.0,,
"Sun, Mar 22, 2015",3:00 pm,Box Score,Cleveland Cavaliers,108.0,Milwaukee Bucks,90.0,,
"Sun, Mar 22, 2015",7:00 pm,Box Score,Charlotte Hornets,109.0,Minnesota Timberwolves,98.0,,
"Sun, Mar 22, 2015",3:00 pm,Box Score,Miami Heat,75.0,Oklahoma City Thunder,93.0,,
"Sun, Mar 22, 2015",6:00 pm,Box Score,Denver Nuggets,119.0,Orlando Magic,100.0,,
"Sun, Mar 22, 2015",9:00 pm,Box Score,Dallas Mavericks,92.0,Phoenix Suns,98.0,,
"Sun, Mar 22, 2015",6:00 pm,Box Score,Washington Wizards,86.0,Sacramento Kings,109.0,,
"Sun, Mar 22, 2015",4:00 pm,Box Score,New York Knicks,89.0,Toronto Raptors,106.0,,
"Mon, Mar 23, 2015",7:30 pm,Box Score,Boston Celtics,110.0,Brooklyn Nets,91.0,,
"Mon, Mar 23, 2015",8:00 pm,Box Score,Charlotte Hornets,86.0,Chicago Bulls,98.0,,
"Mon, Mar 23, 2015",10:30 pm,Box Score,Washington Wizards,76.0,Golden State Warriors,107.0,,
"Mon, Mar 23, 2015",7:00 pm,Box Score,Houston Rockets,110.0,Indiana Pacers,100.0,,
"Mon, Mar 23, 2015",7:30 pm,Box Score,Memphis Grizzlies,103.0,New York Knicks,82.0,,
"Mon, Mar 23, 2015",9:00 pm,Box Score,Minnesota Timberwolves,106.0,Utah Jazz,104.0,OT,
"Tue, Mar 24, 2015",8:00 pm,Box Score,San Antonio Spurs,94.0,Dallas Mavericks,101.0,,
"Tue, Mar 24, 2015",7:30 pm,Box Score,Toronto Raptors,104.0,Detroit Pistons,108.0,,
"Tue, Mar 24, 2015",8:00 pm,Box Score,Miami Heat,88.0,Milwaukee Bucks,89.0,,
"Tue, Mar 24, 2015",8:00 pm,Box Score,Los Angeles Lakers,117.0,Oklahoma City Thunder,127.0,,
"Tue, Mar 24, 2015",10:30 pm,Box Score,Golden State Warriors,122.0,Portland Trail Blazers,108.0,,
"Tue, Mar 24, 2015",10:00 pm,Box Score,Philadelphia 76ers,106.0,Sacramento Kings,107.0,,
"Wed, Mar 25, 2015",7:30 pm,Box Score,Miami Heat,93.0,Boston Celtics,86.0,,
"Wed, Mar 25, 2015",7:00 pm,Box Score,Brooklyn Nets,91.0,Charlotte Hornets,88.0,,
"Wed, Mar 25, 2015",9:00 pm,Box Score,Philadelphia 76ers,99.0,Denver Nuggets,85.0,,
"Wed, Mar 25, 2015",8:00 pm,Box Score,Cleveland Cavaliers,111.0,Memphis Grizzlies,89.0,,
"Wed, Mar 25, 2015",8:00 pm,Box Score,Los Angeles Lakers,101.0,Minnesota Timberwolves,99.0,OT,
"Wed, Mar 25, 2015",8:00 pm,Box Score,Houston Rockets,95.0,New Orleans Pelicans,93.0,,
"Wed, Mar 25, 2015",7:00 pm,Box Score,Los Angeles Clippers,111.0,New York Knicks,80.0,,
"Wed, Mar 25, 2015",7:00 pm,Box Score,Atlanta Hawks,95.0,Orlando Magic,83.0,,
"Wed, Mar 25, 2015",10:00 pm,Box Score,Sacramento Kings,108.0,Phoenix Suns,99.0,,
"Wed, Mar 25, 2015",9:30 pm,Box Score,Oklahoma City Thunder,91.0,San Antonio Spurs,130.0,,
"Wed, Mar 25, 2015",7:00 pm,Box Score,Chicago Bulls,116.0,Toronto Raptors,103.0,,
"Wed, Mar 25, 2015",9:00 pm,Box Score,Portland Trail Blazers,92.0,Utah Jazz,89.0,,
"Wed, Mar 25, 2015",7:00 pm,Box Score,Indiana Pacers,103.0,Washington Wizards,101.0,,
"Thu, Mar 26, 2015",8:00 pm,Box Score,Indiana Pacers,107.0,Milwaukee Bucks,111.0,,
"Fri, Mar 27, 2015",7:30 pm,Box Score,Miami Heat,86.0,Atlanta Hawks,99.0,,
"Fri, Mar 27, 2015",7:30 pm,Box Score,Cleveland Cavaliers,98.0,Brooklyn Nets,106.0,,
"Fri, Mar 27, 2015",9:00 pm,Box Score,Utah Jazz,91.0,Denver Nuggets,107.0,,
"Fri, Mar 27, 2015",8:00 pm,Box Score,Minnesota Timberwolves,110.0,Houston Rockets,120.0,,
"Fri, Mar 27, 2015",8:00 pm,Box Score,Golden State Warriors,107.0,Memphis Grizzlies,84.0,,
"Fri, Mar 27, 2015",8:00 pm,Box Score,Sacramento Kings,88.0,New Orleans Pelicans,102.0,,
"Fri, Mar 27, 2015",7:30 pm,Box Score,Boston Celtics,96.0,New York Knicks,92.0,,
"Fri, Mar 27, 2015",7:00 pm,Box Score,Detroit Pistons,111.0,Orlando Magic,97.0,,
"Fri, Mar 27, 2015",7:00 pm,Box Score,Los Angeles Clippers,119.0,Philadelphia 76ers,98.0,,
"Fri, Mar 27, 2015",10:00 pm,Box Score,Portland Trail Blazers,87.0,Phoenix Suns,81.0,,
"Fri, Mar 27, 2015",8:30 pm,Box Score,Dallas Mavericks,76.0,San Antonio Spurs,94.0,,
"Fri, Mar 27, 2015",7:30 pm,Box Score,Los Angeles Lakers,83.0,Toronto Raptors,94.0,,
"Fri, Mar 27, 2015",7:00 pm,Box Score,Charlotte Hornets,107.0,Washington Wizards,110.0,2OT,
"Sat, Mar 28, 2015",8:00 pm,Box Score,New York Knicks,80.0,Chicago Bulls,111.0,,
"Sat, Mar 28, 2015",7:00 pm,Box Score,Atlanta Hawks,100.0,Charlotte Hornets,115.0,,
"Sat, Mar 28, 2015",8:30 pm,Box Score,Golden State Warriors,108.0,Milwaukee Bucks,95.0,,
"Sat, Mar 28, 2015",10:00 pm,Box Score,Denver Nuggets,114.0,Portland Trail Blazers,120.0,,
"Sat, Mar 28, 2015",9:00 pm,Box Score,Oklahoma City Thunder,89.0,Utah Jazz,94.0,,
"Sun, Mar 29, 2015",6:00 pm,Box Score,Los Angeles Clippers,119.0,Boston Celtics,106.0,,
"Sun, Mar 29, 2015",3:30 pm,Box Score,Los Angeles Lakers,99.0,Brooklyn Nets,107.0,,
"Sun, Mar 29, 2015",4:30 pm,Box Score,Philadelphia 76ers,86.0,Cleveland Cavaliers,87.0,,
"Sun, Mar 29, 2015",7:00 pm,Box Score,Dallas Mavericks,99.0,Indiana Pacers,104.0,,
"Sun, Mar 29, 2015",6:00 pm,Box Score,Detroit Pistons,102.0,Miami Heat,109.0,,
"Sun, Mar 29, 2015",4:00 pm,Box Score,Minnesota Timberwolves,88.0,New Orleans Pelicans,110.0,,
"Sun, Mar 29, 2015",9:00 pm,Box Score,Oklahoma City Thunder,109.0,Phoenix Suns,97.0,,
"Sun, Mar 29, 2015",7:00 pm,Box Score,Memphis Grizzlies,89.0,San Antonio Spurs,103.0,,
"Sun, Mar 29, 2015",12:30 pm,Box Score,Houston Rockets,99.0,Washington Wizards,91.0,,
"Mon, Mar 30, 2015",7:30 pm,Box Score,Milwaukee Bucks,88.0,Atlanta Hawks,101.0,,
"Mon, Mar 30, 2015",7:00 pm,Box Score,Boston Celtics,116.0,Charlotte Hornets,104.0,,
"Mon, Mar 30, 2015",8:00 pm,Box Score,Sacramento Kings,83.0,Memphis Grizzlies,97.0,,
"Mon, Mar 30, 2015",8:00 pm,Box Score,Utah Jazz,104.0,Minnesota Timberwolves,84.0,,
"Mon, Mar 30, 2015",7:00 pm,Box Score,Los Angeles Lakers,113.0,Philadelphia 76ers,111.0,OT,
"Mon, Mar 30, 2015",10:00 pm,Box Score,Phoenix Suns,86.0,Portland Trail Blazers,109.0,,
"Mon, Mar 30, 2015",7:30 pm,Box Score,Houston Rockets,96.0,Toronto Raptors,99.0,,
"Tue, Mar 31, 2015",7:30 pm,Box Score,Indiana Pacers,106.0,Brooklyn Nets,111.0,,
"Tue, Mar 31, 2015",7:30 pm,Box Score,Atlanta Hawks,95.0,Detroit Pistons,105.0,,
"Tue, Mar 31, 2015",10:30 pm,Box Score,Golden State Warriors,110.0,Los Angeles Clippers,106.0,,
"Tue, Mar 31, 2015",8:00 pm,Box Score,San Antonio Spurs,95.0,Miami Heat,81.0,,
April,,,,,,,,
"Wed, Apr 1, 2015",7:30 pm,Box Score,Indiana Pacers,87.0,Boston Celtics,100.0,,
"Wed, Apr 1, 2015",7:00 pm,Box Score,Detroit Pistons,78.0,Charlotte Hornets,102.0,,
"Wed, Apr 1, 2015",8:00 pm,Box Score,Sacramento Kings,111.0,Houston Rockets,115.0,,
"Wed, Apr 1, 2015",10:30 pm,Box Score,New Orleans Pelicans,113.0,Los Angeles Lakers,92.0,,
"Wed, Apr 1, 2015",8:00 pm,Box Score,Chicago Bulls,91.0,Milwaukee Bucks,95.0,,
"Wed, Apr 1, 2015",8:00 pm,Box Score,Toronto Raptors,113.0,Minnesota Timberwolves,99.0,,
"Wed, Apr 1, 2015",7:30 pm,Box Score,Brooklyn Nets,100.0,New York Knicks,98.0,,
"Wed, Apr 1, 2015",8:00 pm,Box Score,Dallas Mavericks,135.0,Oklahoma City Thunder,131.0,,
"Wed, Apr 1, 2015",7:00 pm,Box Score,San Antonio Spurs,103.0,Orlando Magic,91.0,,
"Wed, Apr 1, 2015",10:00 pm,Box Score,Los Angeles Clippers,126.0,Portland Trail Blazers,122.0,,
"Wed, Apr 1, 2015",9:00 pm,Box Score,Denver Nuggets,84.0,Utah Jazz,98.0,,
"Wed, Apr 1, 2015",7:00 pm,Box Score,Philadelphia 76ers,93.0,Washington Wizards,106.0,,
"Thu, Apr 2, 2015",8:00 pm,Box Score,Miami Heat,88.0,Cleveland Cavaliers,114.0,,
"Thu, Apr 2, 2015",8:30 pm,Box Score,Houston Rockets,108.0,Dallas Mavericks,101.0,,
"Thu, Apr 2, 2015",10:30 pm,Box Score,Phoenix Suns,106.0,Golden State Warriors,107.0,,
"Fri, Apr 3, 2015",7:30 pm,Box Score,Milwaukee Bucks,110.0,Boston Celtics,101.0,,
"Fri, Apr 3, 2015",7:30 pm,Box Score,Toronto Raptors,109.0,Brooklyn Nets,114.0,,
"Fri, Apr 3, 2015",8:00 pm,Box Score,Detroit Pistons,82.0,Chicago Bulls,88.0,,
"Fri, Apr 3, 2015",7:00 pm,Box Score,Charlotte Hornets,74.0,Indiana Pacers,93.0,,
"Fri, Apr 3, 2015",10:30 pm,Box Score,Portland Trail Blazers,107.0,Los Angeles Lakers,77.0,,
"Fri, Apr 3, 2015",8:00 pm,Box Score,Oklahoma City Thunder,92.0,Memphis Grizzlies,100.0,,
"Fri, Apr 3, 2015",8:00 pm,Box Score,Orlando Magic,97.0,Minnesota Timberwolves,84.0,,
"Fri, Apr 3, 2015",10:00 pm,Box Score,New Orleans Pelicans,101.0,Sacramento Kings,95.0,,
"Fri, Apr 3, 2015",8:30 pm,Box Score,Denver Nuggets,93.0,San Antonio Spurs,123.0,,
"Fri, Apr 3, 2015",7:00 pm,Box Score,New York Knicks,87.0,Washington Wizards,101.0,,
"Sat, Apr 4, 2015",7:30 pm,Box Score,Brooklyn Nets,99.0,Atlanta Hawks,131.0,,
"Sat, Apr 4, 2015",7:00 pm,Box Score,Philadelphia 76ers,91.0,Charlotte Hornets,92.0,,
"Sat, Apr 4, 2015",8:30 pm,Box Score,Golden State Warriors,123.0,Dallas Mavericks,110.0,,
"Sat, Apr 4, 2015",9:00 pm,Box Score,Los Angeles Clippers,107.0,Denver Nuggets,92.0,,
"Sat, Apr 4, 2015",7:30 pm,Box Score,Miami Heat,98.0,Detroit Pistons,99.0,,
"Sat, Apr 4, 2015",8:00 pm,Box Score,Washington Wizards,92.0,Memphis Grizzlies,83.0,,
"Sat, Apr 4, 2015",8:30 pm,Box Score,Orlando Magic,97.0,Milwaukee Bucks,90.0,,
"Sat, Apr 4, 2015",10:00 pm,Box Score,Utah Jazz,85.0,Phoenix Suns,87.0,,
"Sat, Apr 4, 2015",10:00 pm,Box Score,New Orleans Pelicans,90.0,Portland Trail Blazers,99.0,,
"Sat, Apr 4, 2015",7:30 pm,Box Score,Boston Celtics,117.0,Toronto Raptors,116.0,OT,
"Sun, Apr 5, 2015",3:30 pm,Box Score,Chicago Bulls,94.0,Cleveland Cavaliers,99.0,,
"Sun, Apr 5, 2015",6:00 pm,Box Score,Miami Heat,89.0,Indiana Pacers,112.0,,
"Sun, Apr 5, 2015",9:30 pm,Box Score,Los Angeles Clippers,106.0,Los Angeles Lakers,78.0,,
"Sun, Apr 5, 2015",7:30 pm,Box Score,Philadelphia 76ers,91.0,New York Knicks,101.0,,
"Sun, Apr 5, 2015",1:00 pm,Box Score,Houston Rockets,115.0,Oklahoma City Thunder,112.0,,
"Sun, Apr 5, 2015",9:00 pm,Box Score,Utah Jazz,101.0,Sacramento Kings,95.0,,
"Sun, Apr 5, 2015",7:00 pm,Box Score,Golden State Warriors,92.0,San Antonio Spurs,107.0,,
"Mon, Apr 6, 2015",7:00 pm,Box Score,Portland Trail Blazers,96.0,Brooklyn Nets,106.0,,
"Tue, Apr 7, 2015",7:30 pm,Box Score,Phoenix Suns,69.0,Atlanta Hawks,96.0,,
"Tue, Apr 7, 2015",10:30 pm,Box Score,Los Angeles Lakers,100.0,Los Angeles Clippers,105.0,,
"Tue, Apr 7, 2015",7:30 pm,Box Score,Charlotte Hornets,100.0,Miami Heat,105.0,,
"Tue, Apr 7, 2015",8:00 pm,Box Score,Golden State Warriors,100.0,New Orleans Pelicans,103.0,,
"Tue, Apr 7, 2015",8:00 pm,Box Score,San Antonio Spurs,113.0,Oklahoma City Thunder,88.0,,
"Tue, Apr 7, 2015",10:00 pm,Box Score,Minnesota Timberwolves,111.0,Sacramento Kings,116.0,,
"Wed, Apr 8, 2015",7:30 pm,Box Score,Atlanta Hawks,114.0,Brooklyn Nets,111.0,,
"Wed, Apr 8, 2015",7:00 pm,Box Score,Toronto Raptors,92.0,Charlotte Hornets,74.0,,
"Wed, Apr 8, 2015",9:30 pm,Box Score,Phoenix Suns,104.0,Dallas Mavericks,107.0,,
"Wed, Apr 8, 2015",9:00 pm,Box Score,Los Angeles Lakers,101.0,Denver Nuggets,119.0,,
"Wed, Apr 8, 2015",7:00 pm,Box Score,Boston Celtics,113.0,Detroit Pistons,103.0,,
"Wed, Apr 8, 2015",8:00 pm,Box Score,New Orleans Pelicans,74.0,Memphis Grizzlies,110.0,,
"Wed, Apr 8, 2015",8:00 pm,Box Score,Cleveland Cavaliers,104.0,Milwaukee Bucks,99.0,,
"Wed, Apr 8, 2015",7:30 pm,Box Score,Indiana Pacers,102.0,New York Knicks,86.0,,
"Wed, Apr 8, 2015",7:00 pm,Box Score,Chicago Bulls,103.0,Orlando Magic,105.0,,
"Wed, Apr 8, 2015",7:00 pm,Box Score,Washington Wizards,119.0,Philadelphia 76ers,90.0,,
"Wed, Apr 8, 2015",10:00 pm,Box Score,Minnesota Timberwolves,91.0,Portland Trail Blazers,116.0,,
"Wed, Apr 8, 2015",8:30 pm,Box Score,Houston Rockets,98.0,San Antonio Spurs,110.0,,
"Wed, Apr 8, 2015",9:00 pm,Box Score,Sacramento Kings,91.0,Utah Jazz,103.0,,
"Thu, Apr 9, 2015",10:30 pm,Box Score,Portland Trail Blazers,105.0,Golden State Warriors,116.0,,
"Thu, Apr 9, 2015",8:00 pm,Box Score,Chicago Bulls,89.0,Miami Heat,78.0,,
"Fri, Apr 10, 2015",7:30 pm,Box Score,Charlotte Hornets,80.0,Atlanta Hawks,104.0,,
"Fri, Apr 10, 2015",7:30 pm,Box Score,Washington Wizards,80.0,Brooklyn Nets,117.0,,
"Fri, Apr 10, 2015",7:30 pm,Box Score,Boston Celtics,99.0,Cleveland Cavaliers,90.0,,
"Fri, Apr 10, 2015",9:00 pm,Box Score,Dallas Mavericks,144.0,Denver Nuggets,143.0,2OT,
"Fri, Apr 10, 2015",7:30 pm,Box Score,Indiana Pacers,107.0,Detroit Pistons,103.0,,
"Fri, Apr 10, 2015",8:00 pm,Box Score,San Antonio Spurs,104.0,Houston Rockets,103.0,,
"Fri, Apr 10, 2015",10:30 pm,Box Score,Minnesota Timberwolves,98.0,Los Angeles Lakers,106.0,,
"Fri, Apr 10, 2015",8:00 pm,Box Score,Phoenix Suns,75.0,New Orleans Pelicans,90.0,,
"Fri, Apr 10, 2015",7:30 pm,Box Score,Milwaukee Bucks,99.0,New York Knicks,91.0,,
"Fri, Apr 10, 2015",8:00 pm,Box Score,Sacramento Kings,103.0,Oklahoma City Thunder,116.0,,
"Fri, Apr 10, 2015",7:00 pm,Box Score,Toronto Raptors,101.0,Orlando Magic,99.0,,
"Fri, Apr 10, 2015",9:00 pm,Box Score,Memphis Grizzlies,89.0,Utah Jazz,88.0,,
"Sat, Apr 11, 2015",8:00 pm,Box Score,Philadelphia 76ers,107.0,Chicago Bulls,114.0,,
"Sat, Apr 11, 2015",10:30 pm,Box Score,Minnesota Timberwolves,101.0,Golden State Warriors,110.0,,
"Sat, Apr 11, 2015",10:00 pm,Box Score,Memphis Grizzlies,86.0,Los Angeles Clippers,94.0,,
"Sat, Apr 11, 2015",7:30 pm,Box Score,Toronto Raptors,107.0,Miami Heat,104.0,,
"Sat, Apr 11, 2015",7:00 pm,Box Score,New York Knicks,80.0,Orlando Magic,79.0,,
"Sat, Apr 11, 2015",10:00 pm,Box Score,Utah Jazz,111.0,Portland Trail Blazers,105.0,,
"Sun, Apr 12, 2015",3:00 pm,Box Score,Cleveland Cavaliers,78.0,Boston Celtics,117.0,,
"Sun, Apr 12, 2015",5:00 pm,Box Score,Sacramento Kings,111.0,Denver Nuggets,122.0,,
"Sun, Apr 12, 2015",3:30 pm,Box Score,Charlotte Hornets,77.0,Detroit Pistons,116.0,,
"Sun, Apr 12, 2015",7:00 pm,Box Score,New Orleans Pelicans,114.0,Houston Rockets,121.0,,
"Sun, Apr 12, 2015",6:00 pm,Box Score,Oklahoma City Thunder,104.0,Indiana Pacers,116.0,,
"Sun, Apr 12, 2015",9:30 pm,Box Score,Dallas Mavericks,120.0,Los Angeles Lakers,106.0,,
"Sun, Apr 12, 2015",3:00 pm,Box Score,Brooklyn Nets,73.0,Milwaukee Bucks,96.0,,
"Sun, Apr 12, 2015",7:00 pm,Box Score,Phoenix Suns,91.0,San Antonio Spurs,107.0,,
"Sun, Apr 12, 2015",6:00 pm,Box Score,Atlanta Hawks,99.0,Washington Wizards,108.0,,
"Mon, Apr 13, 2015",7:30 pm,Box Score,New York Knicks,112.0,Atlanta Hawks,108.0,,
"Mon, Apr 13, 2015",7:30 pm,Box Score,Chicago Bulls,113.0,Brooklyn Nets,86.0,,
"Mon, Apr 13, 2015",7:00 pm,Box Score,Houston Rockets,100.0,Charlotte Hornets,90.0,,
"Mon, Apr 13, 2015",7:00 pm,Box Score,Detroit Pistons,97.0,Cleveland Cavaliers,109.0,,
"Mon, Apr 13, 2015",10:30 pm,Box Score,Memphis Grizzlies,107.0,Golden State Warriors,111.0,,
"Mon, Apr 13, 2015",10:30 pm,Box Score,Denver Nuggets,103.0,Los Angeles Clippers,110.0,,
"Mon, Apr 13, 2015",7:30 pm,Box Score,Orlando Magic,93.0,Miami Heat,100.0,,
"Mon, Apr 13, 2015",8:00 pm,Box Score,New Orleans Pelicans,100.0,Minnesota Timberwolves,88.0,,
"Mon, Apr 13, 2015",8:00 pm,Box Score,Portland Trail Blazers,90.0,Oklahoma City Thunder,101.0,,
"Mon, Apr 13, 2015",7:00 pm,Box Score,Milwaukee Bucks,107.0,Philadelphia 76ers,97.0,,
"Mon, Apr 13, 2015",10:00 pm,Box Score,Los Angeles Lakers,92.0,Sacramento Kings,102.0,,
"Mon, Apr 13, 2015",9:00 pm,Box Score,Dallas Mavericks,92.0,Utah Jazz,109.0,,
"Tue, Apr 14, 2015",7:30 pm,Box Score,Toronto Raptors,93.0,Boston Celtics,95.0,,
"Tue, Apr 14, 2015",8:00 pm,Box Score,Washington Wizards,95.0,Indiana Pacers,99.0,2OT,
"Tue, Apr 14, 2015",10:30 pm,Box Score,Los Angeles Clippers,112.0,Phoenix Suns,101.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Orlando Magic,88.0,Brooklyn Nets,101.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Atlanta Hawks,85.0,Chicago Bulls,91.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Washington Wizards,108.0,Cleveland Cavaliers,113.0,OT,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Portland Trail Blazers,98.0,Dallas Mavericks,114.0,,
"Wed, Apr 15, 2015",10:30 pm,Box Score,Denver Nuggets,126.0,Golden State Warriors,133.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Utah Jazz,91.0,Houston Rockets,117.0,,
"Wed, Apr 15, 2015",10:30 pm,Box Score,Sacramento Kings,122.0,Los Angeles Lakers,99.0,,
"Wed, Apr 15, 2015",9:30 pm,Box Score,Indiana Pacers,83.0,Memphis Grizzlies,95.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Boston Celtics,105.0,Milwaukee Bucks,100.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Oklahoma City Thunder,138.0,Minnesota Timberwolves,113.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,San Antonio Spurs,103.0,New Orleans Pelicans,108.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Detroit Pistons,112.0,New York Knicks,90.0,,
"Wed, Apr 15, 2015",8:00 pm,Box Score,Miami Heat,105.0,Philadelphia 76ers,101.0,,
"Wed, Apr 15, 2015",7:00 pm,Box Score,Charlotte Hornets,87.0,Toronto Raptors,92.0,,
